Unidad;Participante;Descripción;Año;Periodo tarifario;GD_A_E0;GD_A_E1;GD_A_E2_A;GD_A_E2_B;GD_A_E3;GD_A_E4;GD_A_E5;GD_A_E6;GD_S_E0;GD_S_E1;GD_S_E2_A;GD_S_E2_B;GD_S_E3;GD_S_E4;GD_S_E5;GD_S_E6;ED_A_E0;ED_A_E1;ED_A_E2_A;ED_A_E2_B;ED_A_E3;ED_A_E4;ED_A_E5;ED_A_E6;ED_S_E0;ED_S_E1;ED_S_E2_A;ED_S_E2_B;ED_S_E3;ED_S_E4;ED_S_E5;ED_S_E6;AG_RE_TOTAL;DD_A_E0;DD_A_E1;DD_A_E2_A;DD_A_E2_B;DD_A_E3;DD_A_E4;DD_A_E5;DD_A_E6;DD_S_E0;DD_S_E1;DD_S_E2_A;DD_S_E2_B;DD_S_E3;DD_S_E4;DD_S_E5;DD_S_E6;DT_A_TOTAL;DT_S_TOTAL;CL_E0;CL_E1;CL_E2;CL_E3;CL_E4;CL_E5;CL_E6
R1-279;0552;ELÉCTRICA DEL MONTSEC, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.511.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1-279;0552;ELÉCTRICA DEL MONTSEC, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.857.440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1-279;0552;ELÉCTRICA DEL MONTSEC, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.463.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
R1-281;0479;ELECTRO SALLENT DE GALLEGO, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358.494;52.552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428.246;0;0;0;0;0;0
R1-281;0479;ELECTRO SALLENT DE GALLEGO, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485.944;44.879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533.105;0;0;0;0;0;0
R1-281;0479;ELECTRO SALLENT DE GALLEGO, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199.601;31.927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233.679;0;0;0;0;0;0
R1-281;0479;ELECTRO SALLENT DE GALLEGO, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295.303;41.826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;346.025;0;0;0;0;0;0
R1-281;0479;ELECTRO SALLENT DE GALLEGO, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404.369;71.381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467.769;0;0;0;0;0;0
R1-281;0479;ELECTRO SALLENT DE GALLEGO, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.147.468;236.894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.928.570;0;0;0;0;0;0
R1-282;0414;ELÉCTRICA DE CATOIRA, S.L.U.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275.841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344.563;0;0;0;0;0;0
R1-282;0414;ELÉCTRICA DE CATOIRA, S.L.U.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389.043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352.241;0;0;0;0;0;0
R1-282;0414;ELÉCTRICA DE CATOIRA, S.L.U.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175.462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248.693;0;0;0;0;0;0
R1-282;0414;ELÉCTRICA DE CATOIRA, S.L.U.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284.233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244.995;0;0;0;0;0;0
R1-282;0414;ELÉCTRICA DE CATOIRA, S.L.U.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394.086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388.070;0;0;0;0;0;0
R1-282;0414;ELÉCTRICA DE CATOIRA, S.L.U.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.724.995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.292.001;0;0;0;0;0;0
R1-283;0494;DISTRIBUCIÓN ELÉCTRICA EL POZO DEL TÍO RAIMUNDO, S.L.U.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;854.599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691.565;0;0;0;0;0;0
R1-283;0494;DISTRIBUCIÓN ELÉCTRICA EL POZO DEL TÍO RAIMUNDO, S.L.U.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.109.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;888.256;0;0;0;0;0;0
R1-283;0494;DISTRIBUCIÓN ELÉCTRICA EL POZO DEL TÍO RAIMUNDO, S.L.U.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489.795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407.547;0;0;0;0;0;0
R1-283;0494;DISTRIBUCIÓN ELÉCTRICA EL POZO DEL TÍO RAIMUNDO, S.L.U.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;764.759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;622.179;0;0;0;0;0;0
R1-283;0494;DISTRIBUCIÓN ELÉCTRICA EL POZO DEL TÍO RAIMUNDO, S.L.U.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.103.116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;912.584;0;0;0;0;0;0
R1-283;0494;DISTRIBUCIÓN ELÉCTRICA EL POZO DEL TÍO RAIMUNDO, S.L.U.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.433.036;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3.470.596;0;0;0;0;0;0
R1-284;0426;AFRODÍSIO PASCUAL ALONSO, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243.426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135.213;84.206;0;0;0;0;0
R1-284;0426;AFRODÍSIO PASCUAL ALONSO, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330.846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165.132;120.377;0;0;0;0;0
R1-284;0426;AFRODÍSIO PASCUAL ALONSO, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141.293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.282;51.522;0;0;0;0;0
R1-284;0426;AFRODÍSIO PASCUAL ALONSO, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253.519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117.291;109.986;0;0;0;0;0
R1-284;0426;AFRODÍSIO PASCUAL ALONSO, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409.447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180.067;223.669;0;0;0;0;0
R1-284;0426;AFRODÍSIO PASCUAL ALONSO, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.637.143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807.475;1.564.121;0;0;0;0;0
R1-285;0480;ENERGÍAS DE BENASQUE, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973.413;0;0;0;0;0;0;0;3.278;0;0;0;0;0;0;0;899.743;0;53.690;0;0;0;0
R1-285;0480;ENERGÍAS DE BENASQUE, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.289.323;0;0;0;0;0;0;0;4.819;0;0;0;0;0;0;0;1.118.529;0;63.160;0;0;0;0
R1-285;0480;ENERGÍAS DE BENASQUE, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530.973;0;0;0;0;0;0;0;1.608;0;0;0;0;0;0;0;486.805;0;23.693;0;0;0;0
R1-285;0480;ENERGÍAS DE BENASQUE, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803.545;0;0;0;0;0;0;0;2.631;0;0;0;0;0;0;0;742.220;0;41.379;0;0;0;0
R1-285;0480;ENERGÍAS DE BENASQUE, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.077.946;0;0;0;0;0;0;0;3.693;0;0;0;0;0;0;0;994.600;0;41.758;0;0;0;0
R1-285;0480;ENERGÍAS DE BENASQUE, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.641.617;0;0;0;0;0;0;0;23.714;0;0;0;0;0;0;0;4.306.397;0;247.384;0;0;0;0
R1-286;0561;DISTRIBUCIONES ELÉCTRICAS DE POZUELO, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100.210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88.480;0;3.014;0;0;0;0
R1-286;0561;DISTRIBUCIONES ELÉCTRICAS DE POZUELO, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133.766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112.386;0;3.738;0;0;0;0
R1-286;0561;DISTRIBUCIONES ELÉCTRICAS DE POZUELO, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.333;0;1.807;0;0;0;0
R1-286;0561;DISTRIBUCIONES ELÉCTRICAS DE POZUELO, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.427;0;3.023;0;0;0;0
R1-286;0561;DISTRIBUCIONES ELÉCTRICAS DE POZUELO, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131.869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113.883;0;4.526;0;0;0;0
R1-286;0561;DISTRIBUCIONES ELÉCTRICAS DE POZUELO, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737.990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585.982;0;51.494;0;0;0;0
R1-287;0471;DISTRIBUIDORA ELÉCTRICA DE CASAS DE LAZARO, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.788;0;10.220;0;0;0;0
R1-287;0471;DISTRIBUIDORA ELÉCTRICA DE CASAS DE LAZARO, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65.568;0;13.799;0;0;0;0
R1-287;0471;DISTRIBUIDORA ELÉCTRICA DE CASAS DE LAZARO, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.592;0;5.679;0;0;0;0
R1-287;0471;DISTRIBUIDORA ELÉCTRICA DE CASAS DE LAZARO, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.967;0;11.148;0;0;0;0
R1-287;0471;DISTRIBUIDORA ELÉCTRICA DE CASAS DE LAZARO, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70.353;0;14.365;0;0;0;0
R1-287;0471;DISTRIBUIDORA ELÉCTRICA DE CASAS DE LAZARO, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423.961;0;298.657;0;0;0;0
R1-288;0461;DISTRIBUCIONES ALNEGA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.247;0;0;0;0;0;0
R1-288;0461;DISTRIBUCIONES ALNEGA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.447;0;0;0;0;0;0
R1-288;0461;DISTRIBUCIONES ALNEGA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.275;0;0;0;0;0;0
R1-288;0461;DISTRIBUCIONES ALNEGA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.778;0;0;0;0;0;0
R1-288;0461;DISTRIBUCIONES ALNEGA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.973;0;0;0;0;0;0
R1-288;0461;DISTRIBUCIONES ALNEGA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254.893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178.072;0;0;0;0;0;0
R1-289;0578;ELECTRO ESCARRILLA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123.682;0;0;0;0;0;0
R1-289;0578;ELECTRO ESCARRILLA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188.622;0;0;0;0;0;0
R1-289;0578;ELECTRO ESCARRILLA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.761;0;0;0;0;0;0
R1-289;0578;ELECTRO ESCARRILLA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145.667;0;0;0;0;0;0
R1-289;0578;ELECTRO ESCARRILLA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132.335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145.512;0;0;0;0;0;0
R1-289;0578;ELECTRO ESCARRILLA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;748.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543.366;0;0;0;0;0;0
R1-290;0398;ELÉCTRICA DE ALBERGUERIA, S.A;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168.544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171.836;0;1.853;0;0;0;0
R1-290;0398;ELÉCTRICA DE ALBERGUERIA, S.A;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238.083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226.013;0;2.057;0;0;0;0
R1-290;0398;ELÉCTRICA DE ALBERGUERIA, S.A;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109.357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102.203;0;1.208;0;0;0;0
R1-290;0398;ELÉCTRICA DE ALBERGUERIA, S.A;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178.561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162.165;0;1.774;0;0;0;0
R1-290;0398;ELÉCTRICA DE ALBERGUERIA, S.A;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241.975;0;2.837;0;0;0;0
R1-290;0398;ELÉCTRICA DE ALBERGUERIA, S.A;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.568.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.487.747;0;18.796;0;0;0;0
R1-291;0421;EMPRESA ELÉCTRICA DE JORQUERA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73.838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.461;0;0;0;0;0;0
R1-291;0421;EMPRESA ELÉCTRICA DE JORQUERA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.643;0;0;0;0;0;0
R1-291;0421;EMPRESA ELÉCTRICA DE JORQUERA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.054;0;0;0;0;0;0
R1-291;0421;EMPRESA ELÉCTRICA DE JORQUERA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.723;0;0;0;0;0;0
R1-291;0421;EMPRESA ELÉCTRICA DE JORQUERA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98.793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.046;0;0;0;0;0;0
R1-291;0421;EMPRESA ELÉCTRICA DE JORQUERA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488.254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374.291;0;0;0;0;0;0
R1-293;0585;HIDROELÉCTRICA COTO MINERO DISTRIBUCIÓN, S.L.U.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323.952;0;0;0;0;0;0;0;592;0;0;0;0;0;0;0;0;21.390;0;0;0;0;0;0;0;276.029;0;0;0;0;0;0;0;36.710;0;31.359;0;0;0;0
R1-293;0585;HIDROELÉCTRICA COTO MINERO DISTRIBUCIÓN, S.L.U.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466.437;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;25.177;0;0;0;0;0;0;0;402.685;0;0;0;0;0;0;0;43.122;0;35.389;0;0;0;0
R1-293;0585;HIDROELÉCTRICA COTO MINERO DISTRIBUCIÓN, S.L.U.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296.960;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;3.746;0;0;0;0;0;0;0;259.673;0;0;0;0;0;0;0;21.521;0;18.588;0;0;0;0
R1-293;0585;HIDROELÉCTRICA COTO MINERO DISTRIBUCIÓN, S.L.U.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495.315;0;0;0;0;0;0;0;448;0;0;0;0;0;0;0;0;6.828;0;0;0;0;0;0;0;423.121;0;0;0;0;0;0;0;34.330;0;40.736;0;0;0;0
R1-293;0585;HIDROELÉCTRICA COTO MINERO DISTRIBUCIÓN, S.L.U.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718.060;0;0;0;0;0;0;0;431;0;0;0;0;0;0;0;0;11.941;0;0;0;0;0;0;0;588.354;0;0;0;0;0;0;0;52.324;0;81.324;0;0;0;0
R1-293;0585;HIDROELÉCTRICA COTO MINERO DISTRIBUCIÓN, S.L.U.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.117.108;0;0;0;0;0;0;0;2.253;0;0;0;0;0;0;0;0;111.469;0;0;0;0;0;0;0;2.413.760;0;0;0;0;0;0;0;280.765;0;472.567;0;0;0;0
R1-294;0401;DISTRIBUIDORA ELÉCTRICA DEL PUERTO DE LA CRUZ, S.A.;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13493;0;0;11571034;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;5918016;0;5384516;0;0;0;0
R1-294;0401;DISTRIBUIDORA ELÉCTRICA DEL PUERTO DE LA CRUZ, S.A.;2019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14697;0;0;17757448;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;8817018;0;8530164;0;0;0;0
R1-294;0401;DISTRIBUIDORA ELÉCTRICA DEL PUERTO DE LA CRUZ, S.A.;2019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14943;0;0;11903394;0;0;0;0;0;0;0;13850;0;0;0;0;0;0;0;6027502;0;5567350;0;0;0;0
R1-294;0401;DISTRIBUIDORA ELÉCTRICA DEL PUERTO DE LA CRUZ, S.A.;2019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22138;0;0;18617030;0;0;0;0;0;0;0;6339;0;0;0;0;0;0;0;9275492;0;8874202;0;0;0;0
R1-294;0401;DISTRIBUIDORA ELÉCTRICA DEL PUERTO DE LA CRUZ, S.A.;2019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25937;0;0;21099753;0;0;0;0;0;0;0;13509;0;0;0;0;0;0;0;10733637;0;9851463;0;0;0;0
