Unidad;Participante;Descripción;Año;Periodo tarifario;GD_A_E0;GD_A_E1;GD_A_E2_A;GD_A_E2_B;GD_A_E3;GD_A_E4;GD_A_E5;GD_A_E6;GD_S_E0;GD_S_E1;GD_S_E2_A;GD_S_E2_B;GD_S_E3;GD_S_E4;GD_S_E5;GD_S_E6;ED_A_E0;ED_A_E1;ED_A_E2_A;ED_A_E2_B;ED_A_E3;ED_A_E4;ED_A_E5;ED_A_E6;ED_S_E0;ED_S_E1;ED_S_E2_A;ED_S_E2_B;ED_S_E3;ED_S_E4;ED_S_E5;ED_S_E6;AG_RE_TOTAL;DD_A_E0;DD_A_E1;DD_A_E2_A;DD_A_E2_B;DD_A_E3;DD_A_E4;DD_A_E5;DD_A_E6;DD_S_E0;DD_S_E1;DD_S_E2_A;DD_S_E2_B;DD_S_E3;DD_S_E4;DD_S_E5;DD_S_E6;DT_A_TOTAL;DT_S_TOTAL;CL_E0;CL_E1;CL_E2;CL_E3;CL_E4;CL_E5;CL_E6
R1-294;0401;DISTRIBUIDORA ELÉCTRICA DEL PUERTO DE LA CRUZ, S.A.;2019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52246;0;0;83403464;0;0;0;0;0;0;0;13185;0;0;0;0;0;0;0;39243593;0;41739799;0;0;0;0
R1-295;0555;INDUSTRIAL BARCALESA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310.165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344.611;0;0;0;0;0;0
R1-295;0555;INDUSTRIAL BARCALESA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442.170;0;0;0;0;0;0
R1-295;0555;INDUSTRIAL BARCALESA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221.783;0;0;0;0;0;0
R1-295;0555;INDUSTRIAL BARCALESA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342.456;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;350.017;0;0;0;0;0;0
R1-295;0555;INDUSTRIAL BARCALESA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499.372;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;506.146;0;0;0;0;0;0
R1-295;0555;INDUSTRIAL BARCALESA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.121.287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.867.634;0;0;0;0;0;0
R1-296;0565;DISTRIBUIDORA ELÉCTRICA D ALBATARREC, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.339;14.686;0;471.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377.444;0;87.000;0;0;0;0
R1-296;0565;DISTRIBUIDORA ELÉCTRICA D ALBATARREC, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.006;18.784;0;585.018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458.164;0;87.152;0;0;0;0
R1-296;0565;DISTRIBUIDORA ELÉCTRICA D ALBATARREC, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.704;9.183;0;250.127;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;209.652;0;40.745;0;0;0;0
R1-296;0565;DISTRIBUIDORA ELÉCTRICA D ALBATARREC, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.241;14.067;0;403.175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329.453;0;78.182;0;0;0;0
R1-296;0565;DISTRIBUIDORA ELÉCTRICA D ALBATARREC, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.397;24.150;0;502.715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471.934;0;72.925;0;0;0;0
R1-296;0565;DISTRIBUIDORA ELÉCTRICA D ALBATARREC, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.263;121.859;0;2.544.515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.908.031;0;437.367;0;0;0;0
R1-297;0570;ELECTRA ORBAICETA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.471;0;0;0;0;0;0
R1-297;0570;ELECTRA ORBAICETA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.056;0;0;0;0;0;0
R1-297;0570;ELECTRA ORBAICETA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.560;0;0;0;0;0;0
R1-297;0570;ELECTRA ORBAICETA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.934;0;0;0;0;0;0
R1-297;0570;ELECTRA ORBAICETA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.741;0;0;0;0;0;0
R1-297;0570;ELECTRA ORBAICETA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195.435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186.721;0;0;0;0;0;0
R1-298;0564;DISTRIBUIDORA DE ENERGIA ELÉCTRICA ENERQUINTA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106.430;0;0;0;0;0;0
R1-298;0564;DISTRIBUIDORA DE ENERGIA ELÉCTRICA ENERQUINTA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133.253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136.327;0;0;0;0;0;0
R1-298;0564;DISTRIBUIDORA DE ENERGIA ELÉCTRICA ENERQUINTA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.197;0;0;0;0;0;0
R1-298;0564;DISTRIBUIDORA DE ENERGIA ELÉCTRICA ENERQUINTA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.693;0;0;0;0;0;0
R1-298;0564;DISTRIBUIDORA DE ENERGIA ELÉCTRICA ENERQUINTA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134.946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.632;0;0;0;0;0;0
R1-298;0564;DISTRIBUIDORA DE ENERGIA ELÉCTRICA ENERQUINTA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569.896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475.123;0;0;0;0;0;0
R1-299;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;1;7.190;33.128.519;18.672.579;3.892.352;86.860.200;323.769.275;0;237.560;150.900;1.431.019;3.480.617;1.011.963;1.809.204;29.620.434;0;70.820;120.233;28.745.943;421.176.565;16.096.337;621.300.747;526.496.501;14.269.564;1.356.250.528;341;65.948;17.505.153;68.324;16.987.465;7.156.010;168;31.436.017;244.186.145;16.999;206.722;1.422.822;8.095;8.684.321;76.158.331;0;0;4.154.968;2.772.032;104.592.476;7.092.553;37.063.841;250.775.399;0;0;6.879.303.249;1.483.824.533;4.219.501.072;125.890.454;2.311.054.839;440.518.796;244.150.718;261.266;448.843.676
R1-299;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;2;11.080;40.648.388;24.400.014;6.152.994;123.166.968;408.407.729;0;983.031;199.158;1.729.292;4.503.922;1.548.442;2.249.625;39.637.241;0;104.367;105.406;40.284.083;519.056.633;24.482.990;861.405.081;702.342.570;20.253.999;1.795.829.128;650;86.530;22.653.184;85.037;23.817.486;9.862.188;178;47.753.809;181.274.664;23.698;294.879;1.496.896;9.812;10.571.544;111.688.475;0;0;5.602.273;3.701.515;141.383.344;10.524.095;57.864.615;329.361.024;0;0;9.052.546.973;1.970.588.508;5.356.652.339;152.071.532;2.927.379.607;617.979.815;339.711.195;413.533;643.843.675
R1-299;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;3;4.442;17.395.927;9.471.875;2.961.209;58.775.088;189.097.135;0;1.040.141;104.025;812.607;2.192.907;589.085;1.447.960;20.816.232;0;100.954;52.655;18.721.803;271.830.976;15.584.857;432.973.676;354.428.405;9.847.855;925.325.379;516;45.334;12.733.470;22.349;16.780.485;4.503.746;0;19.676.588;127.832.447;11.535;136.916;1.366.820;4.340;6.950.929;54.546.471;0;0;2.548.922;1.668.298;62.920.607;4.680.418;25.817.326;153.562.137;0;0;4.268.652.449;1.031.947.538;2.488.411.312;77.221.409;1.512.066.207;312.296.519;173.062.912;202.181;348.942.553
R1-299;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;4;7.204;26.184.500;15.128.353;4.810.214;95.938.662;276.599.175;0;460.879;167.631;1.313.211;3.604.911;960.696;2.392.531;34.813.231;0;183.039;88.417;30.746.458;452.138.874;25.828.061;721.609.427;597.214.092;16.409.340;1.548.451.235;601;73.115;21.353.244;26.164;27.721.186;8.279.627;0;33.471.798;215.062.702;19.215;220.761;2.333.144;7.860;11.306.667;94.860.275;0;0;4.118.624;2.593.170;99.464.444;7.469.503;40.769.928;253.939.352;0;0;6.859.087.529;1.725.680.619;3.882.254.170;125.304.513;2.481.451.350;521.476.730;290.288.837;286.910;634.489.514
R1-299;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;5;9.479;45.643.649;26.867.994;5.792.358;143.705.830;476.001.934;0;2.313.735;213.511;2.587.468;5.289.711;1.113.594;3.915.519;57.431.023;0;180.811;178.497;48.201.327;691.348.992;33.030.072;1.050.579.823;825.443.681;21.815.724;2.175.974.616;600;105.721;34.223.303;68.124;37.967.901;16.696.170;989;51.796.477;347.572.201;18.580;297.253;3.648.317;12.699;11.446.322;134.210.519;0;0;6.175.949;3.709.057;137.723.012;8.913.951;58.595.241;359.627.028;0;0;9.681.948.271;2.444.961.489;5.436.657.100;180.647.518;3.610.029.567;770.050.881;435.657.758;459.058;944.188.198
R1-299;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;6;53.934;189.784.494;120.218.218;26.441.809;655.609.736;1.768.952.016;0;10.558.129;1.071.527;9.106.129;22.978.247;6.150.448;16.509.527;273.751.549;0;649.775;472.410;214.907.165;2.651.766.562;134.621.786;4.550.826.183;3.636.671.747;112.690.155;9.097.321.049;3.637;391.527;177.512.352;430.393;170.158.845;64.849.139;10.800;287.362.492;681.439.540;121.322;1.696.811;12.593.747;83.908;57.386.432;601.444.468;0;0;28.874.742;16.410.958;604.288.675;41.483.452;277.735.630;1.447.995.591;0;0;39.288.151.181;10.027.306.862;20.752.599.036;632.473.394;13.368.720.351;3.687.554.331;2.006.826.204;2.462.370;4.719.485.317
PRT_END_FL;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;1;0;0;3.120.574;0;0;0;0;0;0;0;436.105;0;0;0;0;0;0;0;5.482.824;0;1.695.605;2.030.831;0;0;0;0;1.980.497;0;104;4.432;0;0;2.278.869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98.802.152;4.248.372;58.084.248;0;43.908.167;0;4.213;0;0
PRT_END_FL;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;2;0;0;4.936.020;0;0;0;0;0;0;0;715.088;0;0;0;0;0;0;0;8.820.935;0;2.692.288;3.169.473;0;0;0;0;3.364.199;0;162;6.826;0;0;2.768.306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150.680.468;6.613.757;86.518.474;0;68.790.614;0;6.882;0;0
PRT_END_FL;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;3;0;0;3.163.307;0;0;0;0;0;0;0;419.936;0;0;0;0;0;0;0;5.029.163;0;1.893.557;2.391.870;0;0;0;0;591.815;0;264;2.484;0;0;2.455.998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.471.801;4.884.150;58.509.635;0;44.685.926;0;4.248;0;0
PRT_END_FL;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;4;0;0;5.257.872;0;0;0;0;0;0;0;693.369;0;0;0;0;0;0;0;8.689.418;0;3.631.064;4.212.082;0;0;0;0;912.065;0;150;4.002;0;0;3.649.845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155.296.010;8.893.902;89.959.391;0;71.743.260;0;5.842;0;0
PRT_END_FL;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;5;0;0;5.329.594;0;0;0;0;0;0;0;805.981;0;0;0;0;0;0;0;8.680.874;0;3.501.309;4.605.812;0;0;0;0;541.916;0;248;7.563;0;0;4.967.731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176.654.677;9.966.017;103.217.576;0;80.813.684;0;7.457;0;0
PRT_END_FL;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;6;0;0;25.274.445;0;0;0;0;0;0;0;3.814.215;0;0;0;0;0;0;0;45.412.604;0;17.720.736;21.404.591;0;0;0;0;9.370.282;0;1.206;33.383;0;0;9.700.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736.701.908;44.685.954;401.363.055;0;360.871.731;3;36.547;0;0
PRT_END_GC;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.673.305;0;17.252.577;0;0;0;0;0;748.454;0;35.359;0;0;0;4.295.806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223.433.062;21.892.702;142.512.210;0;79.466.476;5.136.408;0;0;0
PRT_END_GC;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.734.222;0;27.513.247;0;0;0;0;0;1.317.768;0;64.768;0;0;0;5.324.637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345.062.719;34.715.094;214.200.674;0;126.359.896;8.616.729;0;0;0
PRT_END_GC;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.872.007;0;19.882.572;0;0;0;0;0;664.286;0;34.913;0;0;0;4.858.494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223.066.332;25.955.580;143.355.928;0;79.350.150;5.698.765;0;0;0
PRT_END_GC;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.346.505;0;30.912.197;0;0;0;0;0;1.116.813;0;54.989;0;0;0;7.230.993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348.660.812;40.888.210;221.322.539;0;127.235.974;9.388.278;0;0;0
PRT_END_GC;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.261.153;0;32.527.721;0;0;0;0;0;1.844.215;0;93.371;0;0;0;9.110.929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405.690.401;42.665.156;258.894.032;0;145.524.098;10.131.164;0;0;0
PRT_END_GC;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127.155.622;0;148.822.346;0;0;0;0;0;7.926.762;0;493.659;0;0;0;18.865.253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.634.230.882;196.279.506;977.241.669;0;613.078.114;67.645.682;0;0;0
PRT_END_HI;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;1;0;0;2875190;0;0;0;0;0;0;0;76519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1606028;0;1032500;0;0;0;0
PRT_END_HI;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;2;0;0;4575110;0;0;0;0;0;0;0;124270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2482888;0;1692380;0;0;0;0
PRT_END_HI;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;3;0;0;2967506;0;0;0;0;0;0;0;64914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1682126;0;1121601;0;0;0;0
PRT_END_HI;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;4;0;0;4785349;0;0;0;0;0;0;0;102467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2654563;0;1841636;0;0;0;0
PRT_END_HI;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;5;0;0;5406685;0;0;0;0;0;0;0;135902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2970170;0;2042277;0;0;0;0
PRT_END_HI;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;6;0;0;23355608;0;0;0;0;0;0;0;642613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12315219;0;9333120;0;0;0;0
PRT_END_LG;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;1;0;1024929;3617720;0;0;0;0;0;0;0;137254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3207906;0;1036114;0;0;0;0
PRT_END_LG;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;2;0;1646530;5647369;0;0;0;0;0;0;0;226009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4932613;0;1696553;0;0;0;0
PRT_END_LG;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;3;0;1112324;3966559;0;0;0;0;0;0;0;146429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3247447;0;1341940;0;0;0;0
PRT_END_LG;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;4;0;1834852;6332888;0;0;0;0;0;0;0;239760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5081077;0;2316818;0;0;0;0
PRT_END_LG;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;5;0;2126840;6959446;0;0;0;0;0;0;0;284483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5790685;0;2430081;0;0;0;0
PRT_END_LG;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;6;0;10190024;31757865;0;0;0;0;0;0;1;1390390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24655343;0;13331082;0;0;0;0
PRT_END_MM;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;3;0;0;0;0;0;0;0;0;0;0;93547;0;0;0;0;0;0;0;1433611;0;6348802;0;0;0;0;0;47930;0;0;0;0;0;703505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148301861;0;26417312;2212788;0;0;0
PRT_END_MM;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;4;0;0;10288;0;0;0;0;0;0;0;154181;0;0;0;0;0;0;0;5144479;0;9829263;0;0;0;0;0;93098;0;0;0;0;0;7572893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220118042;0;46849378;3529003;0;0;0
PRT_END_MM;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;6;0;0;0;0;0;0;0;0;0;0;274553;0;0;0;0;0;0;0;4860778;0;16663073;0;0;0;0;0;195907;0;0;0;0;0;3437885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287365986;0;57383985;6305789;0;0;0
PRT_END_PA;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;1;0;0;13064;0;0;0;0;0;0;0;13330;0;0;0;0;0;0;0;1718603;0;0;0;0;0;0;0;354338;0;0;0;0;0;460490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15559680;0;12049849;0;4476542;0;0;0;0
PRT_END_PA;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;2;0;0;21642;0;0;0;0;0;0;0;22097;0;0;0;0;0;0;0;2719271;0;0;0;0;0;0;0;547326;0;0;0;0;0;572303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24517161;0;18359708;0;7482891;0;0;0;0
PRT_END_PA;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;3;0;0;13121;0;0;0;0;0;0;0;13396;0;0;0;0;0;0;0;1979028;0;0;0;0;0;0;0;308065;0;0;0;0;0;498523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15845641;0;12428976;0;4622678;0;0;0;0
PRT_END_PA;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;4;0;0;22230;0;0;0;0;0;0;0;22715;0;0;0;0;0;0;0;3325337;0;0;0;0;0;0;0;465274;0;0;0;0;0;749626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25166299;0;19319140;0;7987873;0;0;0;0
PRT_END_PA;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;5;0;0;25937;0;0;0;0;0;0;0;26550;0;0;0;0;0;0;0;3182687;0;0;0;0;0;0;0;528809;0;0;0;0;0;906660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29341859;0;22313928;0;8846836;0;0;0;0
PRT_END_PA;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;6;0;0;131020;0;0;0;0;0;0;0;133796;0;0;0;0;0;0;0;16372550;0;0;0;0;0;0;0;2574350;0;0;0;0;0;1900596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121450548;0;84655761;0;45513776;0;0;0;0
PRT_END_TF;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;1;0;0;0;0;148;0;0;0;0;0;1505;0;0;0;0;0;0;0;9954164;0;33249014;0;0;4988293;0;0;79321;0;34271;0;0;8575;6087111;0;0;25;0;0;0;0;0;0;0;11571034;0;0;0;0;0;237125562;44865912;136120021;0;85473524;917097;0;0;8575
PRT_END_TF;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;2;0;0;0;0;142;0;0;0;0;0;2505;0;0;0;0;0;0;0;13355194;0;49173830;0;0;7698395;0;0;162840;0;65821;0;0;19019;7531693;0;0;3;0;0;0;0;0;0;0;17757448;0;0;0;0;0;366930481;65201903;205208882;0;134939600;1411364;0;0;19019
PRT_END_TF;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;3;0;0;0;0;15;0;0;0;0;0;5089;0;0;0;0;0;0;0;11230624;0;33982402;0;0;5394332;0;0;80540;0;30687;0;0;9841;6876894;0;0;13850;0;0;0;0;0;0;0;11903394;0;0;0;0;0;237854029;46916572;137552284;0;84949637;859134;0;0;9840
PRT_END_TF;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;4;0;0;0;0;106;0;0;0;0;0;9396;0;0;0;0;0;0;0;16785754;0;52320770;0;0;8174476;0;0;114708;0;43409;0;0;14616;10065163;0;0;6339;0;0;0;0;0;0;0;18617030;0;0;0;0;0;371936520;71336915;211649833;0;136260260;1349320;0;0;14507
PRT_END_TF;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;5;0;0;0;0;1325;0;0;0;0;0;8296;0;0;0;0;0;0;0;18121261;0;45682323;0;0;6524270;0;0;183666;0;92426;0;0;37397;11952981;0;0;13509;0;0;0;0;0;0;0;21099753;0;0;0;0;0;431105924;64332380;247198961;0;154785009;1840946;0;0;37237
PRT_END_TF;0031;EDISTRIBUCIÓN REDES DIGITALES, S.L.;2019;6;0;0;0;0;6658;0;0;0;0;0;29834;0;0;0;0;0;0;0;54610456;0;225225756;0;0;36344748;0;0;1361389;0;842215;0;0;176487;25652341;0;0;13185;0;0;0;0;0;0;0;83403464;0;0;0;0;0;1715430150;289053365;931890115;0;651602135;5601707;0;0;177004
